CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/19/2015,15:00,BROOKLYN,11201,40.7038137,-73.9883,"(40.7038137, -73.9883)",PLYMOUTH STREET                 ,ANCHORAGE PLACE                 ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3205351,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/17/2017,0:00,MANHATTAN,10019,40.76812,-73.98618,"(40.76812, -73.98618)",,,403       WEST 57 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,3694010,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/27/2012,17:05,,,,,,,,PARKING LOT OF 2795 RICHMOND AVENUE     ,1,0,1,0,0,0,0,0,Unspecified,,,,,295319,PASSENGER VEHICLE,,,,
04/09/2013,18:45,,,40.8650713,-73.8718381,"(40.8650713, -73.8718381)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2929489,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/30/2020,6:55,,,40.63121,-74.08036,"(40.63121, -74.08036)",,,SAINT PAULS AVENUE                      ,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4281289,Station Wagon/Sport Utility Vehicle,,,,
01/24/2019,9:23,BRONX,10461,40.8422,-73.839096,"(40.8422, -73.839096)",WESTCHESTER AVENUE              ,WATERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4069058,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/14/2013,10:20,BROOKLYN,11226,40.6548824,-73.9618804,"(40.6548824, -73.9618804)",PARKSIDE AVENUE                 ,OCEAN AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,150207,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/28/2018,5:21,,,40.694576,-73.95615,"(40.694576, -73.95615)",BEDFORD AVENUE                  ,,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3909657,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
01/06/2014,15:50,QUEENS,11691,40.6053345,-73.7552743,"(40.6053345, -73.7552743)",MOTT AVENUE                     ,BEACH CHANNEL DRIVE             ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,203505,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2017,6:20,,,40.885895,-73.8649,"(40.885895, -73.8649)",CARPENTER AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3653549,Sedan,Taxi,,,
01/17/2017,0:00,BRONX,10452,40.84543,-73.91399,"(40.84543, -73.91399)",JEROME AVENUE                   ,FEATHERBED LANE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3599832,Sedan,,,,
04/24/2018,12:10,BROOKLYN,11219,40.635582,-73.99155,"(40.635582, -73.99155)",13 AVENUE                       ,48 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3888471,Sedan,Sedan,,,
12/02/2015,22:45,BRONX,10462,40.8450667,-73.8668774,"(40.8450667, -73.8668774)",MORRIS PARK AVENUE              ,VICTOR STREET                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3349014,PASSENGER VEHICLE,BICYCLE,,,
11/15/2018,7:25,QUEENS,11104,40.743805,-73.92426,"(40.743805, -73.92426)",40 STREET                       ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4031402,Station Wagon/Sport Utility Vehicle,Bus,,,
11/18/2019,4:30,,,40.86268,-73.90905,"(40.86268, -73.90905)",WEST FORDHAM ROAD               ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4243480,Sedan,,,,
03/15/2019,6:23,BRONX,10472,40.827686,-73.86621,"(40.827686, -73.86621)",,,1780      WATSON AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4097092,Sedan,,,,
12/04/2019,10:55,BRONX,10464,40.85914,-73.81824,"(40.85914, -73.81824)",PELHAM PARKWAY                  ,SHORE ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4252174,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/06/2014,16:45,QUEENS,11354,40.7629537,-73.8319573,"(40.7629537, -73.8319573)",MAIN STREET                     ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,2821400,PICK-UP TRUCK,UNKNOWN,,,
12/26/2017,14:20,,,40.678406,-73.832214,"(40.678406, -73.832214)",ROCKAWAY BOULEVARD              ,107 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3818060,Bus,,,,
07/21/2019,10:45,BROOKLYN,11232,40.651524,-74.010765,"(40.651524, -74.010765)",,,4314      3 AVENUE                      ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4174119,Sedan,Station Wagon/Sport Utility Vehicle,,,
08/02/2021,11:55,,,40.833828,-73.931564,"(40.833828, -73.931564)",MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,Unspecified,,,4443147,Sedan,Sedan,Sedan,,
10/22/2020,15:30,,,40.749714,-73.93617,"(40.749714, -73.93617)",NORTHERN BOULEVARD              ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4360722,Sedan,Sedan,,,
12/09/2017,11:00,QUEENS,11106,40.767174,-73.93765,"(40.767174, -73.93765)",,,32-50     VERNON BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3807452,Pick-up Truck,,,,
09/07/2017,20:20,,,40.6686,-73.73676,"(40.6686, -73.73676)",BROOKVILLE BOULEVARD            ,138 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3745458,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/13/2021,21:30,QUEENS,11101,40.74223,-73.95885,"(40.74223, -73.95885)",2 STREET,BORDEN AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4427088,E-Bike,,,,
08/01/2019,16:45,QUEENS,11432,40.713,-73.78237,"(40.713, -73.78237)",MIDLAND PARKWAY                 ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4181398,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/02/2018,12:00,MANHATTAN,10010,40.73722,-73.9814,"(40.73722, -73.9814)",2 AVENUE                        ,EAST 22 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3992232,Taxi,Box Truck,,,
10/07/2020,16:50,MANHATTAN,10013,40.7247,-74.00932,"(40.7247, -74.00932)",CANAL STREET                    ,GREENWICH STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4355738,Taxi,Station Wagon/Sport Utility Vehicle,,,
11/04/2013,15:50,,,,,,,,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3045989,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/25/2018,0:50,,,40.64944,-73.96308,"(40.64944, -73.96308)",CHURCH AVENUE                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3834676,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/13/2013,3:10,BROOKLYN,11203,40.657608,-73.9423154,"(40.657608, -73.9423154)",KINGSTON AVENUE                 ,WINTHROP STREET                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,154048,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/04/2016,17:02,,,40.60915,-74.14987,"(40.60915, -74.14987)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3554336,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/22/2020,6:35,MANHATTAN,10021,40.768032,-73.95895,"(40.768032, -73.95895)",,,1347      2 AVENUE                      ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4360083,Sedan,Tractor Truck Diesel,,,
07/05/2014,3:35,QUEENS,11412,40.6944404,-73.7586761,"(40.6944404, -73.7586761)",116 AVENUE                      ,194 STREET                      ,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,Unspecified,,,362636,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/18/2018,16:40,,,40.848793,-73.94358,"(40.848793, -73.94358)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4005376,Sedan,Sedan,,,
05/21/2016,21:45,,,40.771576,-73.87616,"(40.771576, -73.87616)",94 STREET                       ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3452483,4 dr sedan,,,,
01/27/2017,0:52,MANHATTAN,10002,40.720707,-73.981316,"(40.720707, -73.981316)",EAST HOUSTON STREET             ,PITT STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3606486,Station Wagon/Sport Utility Vehicle,,,,
06/18/2015,5:58,MANHATTAN,10002,40.7185558,-73.9882,"(40.7185558, -73.9882)",DELANCEY STREET                 ,ESSEX STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3241605,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2018,14:41,BRONX,10451,40.82412,-73.91928,"(40.82412, -73.91928)",,,779       CONCOURSE VILLAGE EAST        ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3873178,Station Wagon/Sport Utility Vehicle,,,,
12/04/2013,11:47,,,,,,GRND CNTRL PARKWAY SR EAST      ,69 ROAD                         ,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,267414,PASSENGER VEHICLE,TAXI,,,
12/03/2016,18:20,,,40.87513,-73.84536,"(40.87513, -73.84536)",EASTCHESTER ROAD                ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3572416,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
03/12/2018,16:00,QUEENS,11418,40.696865,-73.815346,"(40.696865, -73.815346)",ATLANTIC AVENUE                 ,134 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3861298,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/09/2019,2:00,QUEENS,11102,40.772957,-73.91901,"(40.772957, -73.91901)",,,24-58     27 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4094859,Sedan,,,,
04/22/2017,18:40,,,40.723484,-73.95165,"(40.723484, -73.95165)",NASSAU AVENUE                   ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3655763,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
08/14/2012,18:02,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",6 AVENUE                        ,CENTRAL PARK SOUTH              ,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,38175,VAN,SPORT UTILITY / STATION WAGON,,,
01/03/2017,22:27,MANHATTAN,10033,40.848682,-73.939224,"(40.848682, -73.939224)",WEST 178 STREET                 ,FORT WASHINGTON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3591924,Van,,,,
07/06/2015,14:45,QUEENS,11372,40.7544157,-73.8785293,"(40.7544157, -73.8785293)",34 AVENUE                       ,89 STREET                       ,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3254027,PASSENGER VEHICLE,BICYCLE,,,
04/16/2019,13:00,,,40.740944,-74.00537,"(40.740944, -74.00537)",9 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4116853,Pick-up Truck,,,,
10/02/2015,9:40,BRONX,10461,40.8464062,-73.842886,"(40.8464062, -73.842886)",INDUSTRIAL STREET               ,WATERS PLACE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3307398,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/04/2021,8:45,MANHATTAN,10018,40.758377,-73.994385,"(40.758377, -73.994385)",DYER AVENUE,WEST 41 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4423959,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/22/2014,14:25,BROOKLYN,11234,40.6213573,-73.9271346,"(40.6213573, -73.9271346)",UTICA AVENUE                    ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,1029878,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2016,15:20,BROOKLYN,11217,40.6815047,-73.9742282,"(40.6815047, -73.9742282)",DEAN STREET                     ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3364854,SPORT UTILITY / STATION WAGON,BUS,,,
12/02/2013,19:00,BROOKLYN,11218,40.6482565,-73.9713978,"(40.6482565, -73.9713978)",CONEY ISLAND AVENUE             ,CATON AVENUE                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,134134,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/01/2017,0:00,QUEENS,11385,40.711994,-73.86073,"(40.711994, -73.86073)",METROPOLITAN AVENUE             ,AUBREY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3703688,Sedan,Sedan,,,
01/28/2018,18:00,BROOKLYN,11230,40.61403,-73.974,"(40.61403, -73.974)",MC DONALD AVENUE                ,AVENUE N,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3839190,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/26/2014,5:50,QUEENS,11367,40.7198699,-73.823231,"(40.7198699, -73.823231)",78 AVENUE                       ,138 STREET                      ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,311412,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/13/2013,13:30,,,,,,MAIN STREET                     ,GRAND CENTRAL PARKWAY           ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,235228,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/24/2019,18:31,MANHATTAN,10005,40.70722,-74.00747,"(40.70722, -74.00747)",MAIDEN LANE                     ,LIBERTY STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4212844,Taxi,Bike,,,
06/26/2019,13:08,QUEENS,11363,40.76229,-73.75711,"(40.76229, -73.75711)",CROSS ISLAND PARKWAY            ,NORTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4159336,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/02/2019,11:35,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4060840,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/16/2013,19:40,BRONX,10469,40.870291,-73.8431695,"(40.870291, -73.8431695)",EASTCHESTER ROAD                ,KNAPP STREET                    ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,98462,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2014,17:20,BROOKLYN,11216,40.6803904,-73.949557,"(40.6803904, -73.949557)",FULTON STREET                   ,NOSTRAND AVENUE                 ,,1,0,1,0,0,0,0,0,Lost Consciousness,,,,,182420,PASSENGER VEHICLE,,,,
02/22/2015,19:25,MANHATTAN,10017,40.7524109,-73.9783479,"(40.7524109, -73.9783479)",EAST 42 STREET                  ,VANDERBILT AVENUE               ,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3173427,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/19/2013,22:15,BRONX,10461,40.8385366,-73.8445815,"(40.8385366, -73.8445815)",WESTCHESTER AVENUE              ,SAINT PETERS AVENUE             ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,89850,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/28/2014,20:00,MANHATTAN,10017,40.7511221,-73.9712634,"(40.7511221, -73.9712634)",2 AVENUE                        ,EAST 44 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2814962,TAXI,FIRE TRUCK,,,
11/07/2018,15:20,QUEENS,11367,40.74016,-73.82137,"(40.74016, -73.82137)",,,148-19    61 ROAD                       ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4016308,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
09/06/2016,16:20,BRONX,10451,40.818558,-73.92732,"(40.818558, -73.92732)",GRAND CONCOURSE                 ,EAST 149 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3514634,Sedan,Chassis Cab,,,
08/06/2013,14:40,,,,,,20 AVENUE                       ,WHITESTONE EXPRESSWAY           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,251593,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/20/2017,16:40,,,40.78263,-73.9512,"(40.78263, -73.9512)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3654609,van,,,,
07/15/2013,21:48,BROOKLYN,11201,40.696197,-73.9887629,"(40.696197, -73.9887629)",ADAMS STREET                    ,TILLARY STREET                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,190029,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/01/2020,1:40,QUEENS,11423,40.709778,-73.778465,"(40.709778, -73.778465)",,,91-09     182 PLACE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4311542,Station Wagon/Sport Utility Vehicle,,,,
03/09/2013,11:40,QUEENS,11357,40.792303,-73.8072277,"(40.792303, -73.8072277)",154 STREET                      ,11 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,249354,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/25/2020,2:55,,,40.67942,-73.96823,"(40.67942, -73.96823)",VANDERBILT AVENUE               ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4283540,Sedan,,,,
07/31/2013,20:25,QUEENS,11423,40.7206454,-73.7603056,"(40.7206454, -73.7603056)",HILLSIDE AVENUE                 ,205 STREET                      ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,236439,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2016,14:00,BROOKLYN,11217,40.683636,-73.97717,"(40.683636, -73.97717)",,,140       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3576351,Station Wagon/Sport Utility Vehicle,Sedan,,,
03/25/2021,17:00,BROOKLYN,11238,40.68272,-73.96321,"(40.68272, -73.96321)",,,991       FULTON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4429051,Sedan,,,,
08/25/2015,16:00,BROOKLYN,11232,40.6591074,-73.9957542,"(40.6591074, -73.9957542)",25 STREET                       ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3284736,PASSENGER VEHICLE,UNKNOWN,,,
04/11/2014,15:00,MANHATTAN,10128,40.782108,-73.9557918,"(40.782108, -73.9557918)",EAST 89 STREET                  ,PARK AVENUE                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,318631,TAXI,,,,
03/22/2013,7:45,BRONX,10473,40.81777,-73.8572713,"(40.81777, -73.8572713)",WHITE PLAINS ROAD               ,RANDALL AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,82603,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/30/2014,23:10,,,40.7688772,-73.9489716,"(40.7688772, -73.9489716)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2849376,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/06/2019,14:50,BROOKLYN,11205,40.696156,-73.95645,"(40.696156, -73.95645)",,,805       BEDFORD AVENUE                ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,,,,4127069,Station Wagon/Sport Utility Vehicle,Bus,,,
01/06/2013,19:00,BROOKLYN,11216,40.6770266,-73.952678,"(40.6770266, -73.952678)",BEDFORD AVENUE                  ,DEAN STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,173486,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/14/2019,11:13,,,40.86804,-73.879105,"(40.86804, -73.879105)",SOUTHERN BOULEVARD              ,MOSHOLU PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4208344,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
02/25/2014,11:30,BRONX,10454,40.811651,-73.914474,"(40.811651, -73.914474)",EAST 145 STREET                 ,SAINT ANNS AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,76122,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/28/2019,15:15,MANHATTAN,10037,40.810856,-73.939026,"(40.810856, -73.939026)",5 AVENUE                        ,EAST 132 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4230970,2 dr sedan,TRAC,,,
10/09/2012,8:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2918776,VAN,UNKNOWN,,,
06/26/2014,17:20,QUEENS,11434,40.6867596,-73.7844849,"(40.6867596, -73.7844849)",116 AVENUE                      ,GUY R BREWER BOULEVARD          ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,930698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/05/2015,17:51,,,,,,WESTCHESTER AVENUE              ,HUGH GRANT CIRCLE               ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3291628,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/04/2013,8:47,,,,,,ROCKAWAY BOULEVARD              ,135 STREET                      ,,1,0,1,0,0,0,0,0,Unspecified,,,,,229767,PASSENGER VEHICLE,,,,
08/02/2013,9:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913397,PICK-UP TRUCK,LARGE COM VEH(6 OR MORE TIRES),,,
06/10/2015,20:20,QUEENS,11105,40.7705735,-73.9074939,"(40.7705735, -73.9074939)",23 AVENUE                       ,41 STREET                       ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3238381,PASSENGER VEHICLE,LIVERY VEHICLE,,,
10/03/2020,10:05,BRONX,10467,40.87505,-73.867065,"(40.87505, -73.867065)",,,3399      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4354430,Station Wagon/Sport Utility Vehicle,,,,
10/12/2018,1:10,MANHATTAN,10016,40.746403,-73.97973,"(40.746403, -73.97973)",LEXINGTON AVENUE                ,EAST 34 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3998179,Taxi,,,,
05/11/2014,6:40,MANHATTAN,10004,40.7058694,-74.0132549,"(40.7058694, -74.0132549)",MORRIS STREET                   ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,333691,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/05/2018,23:15,BROOKLYN,11236,40.639366,-73.9113,"(40.639366, -73.9113)",GLENWOOD ROAD                   ,EAST 85 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3915040,Sedan,Station Wagon/Sport Utility Vehicle,,,
09/12/2015,7:00,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3296308,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/15/2013,4:39,QUEENS,11385,40.7005934,-73.8545649,"(40.7005934, -73.8545649)",WOODHAVEN BOULEVARD             ,FOREST PARK DRIVE               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,206921,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
06/14/2019,14:20,,,40.547245,-74.180244,"(40.547245, -74.180244)",KOREAN WAR VETS PARKWAY         ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,4151563,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
12/14/2015,22:40,MANHATTAN,10002,40.7135539,-73.9808531,"(40.7135539, -73.9808531)",MADISON STREET                  ,JACKSON STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3352480,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/24/2019,15:20,BROOKLYN,11211,40.707954,-73.950615,"(40.707954, -73.950615)",,,252       UNION AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4120212,Sedan,,,,
10/23/2019,1:55,,,40.709183,-73.956825,"(40.709183, -73.956825)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4227895,Station Wagon/Sport Utility Vehicle,,,,
11/11/2019,16:32,BRONX,10461,40.85417,-73.8435,"(40.85417, -73.8435)",,,2034      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4243626,Bus,Station Wagon/Sport Utility Vehicle,,,
08/12/2014,11:00,QUEENS,11104,40.7452249,-73.9211311,"(40.7452249, -73.9211311)",43 AVENUE                       ,43 STREET                       ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,1008111,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
07/06/2018,7:00,MANHATTAN,10017,40.750492,-73.97172,"(40.750492, -73.97172)",EAST 43 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3935827,Sedan,Pick-up Truck,,,
04/02/2017,4:30,MANHATTAN,10017,40.753994,-73.9742,"(40.753994, -73.9742)",LEXINGTON AVENUE                ,EAST 46 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3643781,Taxi,Box Truck,,,
