CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/14/2013,12:52,BROOKLYN,11215,40.672005,-73.9938788,"(40.672005, -73.9938788)",10 STREET                       ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,177782,PASSENGER VEHICLE,UNKNOWN,,,
11/01/2017,16:50,QUEENS,11418,40.697243,-73.813324,"(40.697243, -73.813324)",VANWYCK EXPRESSWAY              ,94 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3781433,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
08/03/2017,18:00,MANHATTAN,10007,40.714676,-74.0059,"(40.714676, -74.0059)",READE STREET                    ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3724216,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
09/29/2013,11:23,BRONX,10459,40.8267434,-73.8878967,"(40.8267434, -73.8878967)",EAST 167 STREET                 ,LONGFELLOW AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,,,,,80174,PASSENGER VEHICLE,,,,
05/11/2021,14:40,,,40.82523,-73.94761,"(40.82523, -73.94761)",WEST 145 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,4416137,Station Wagon/Sport Utility Vehicle,E-Bike,,,
03/23/2017,16:07,,,40.814075,-73.79548,"(40.814075, -73.79548)",THROGS NECK BRIDGE              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3638422,Pick-up Truck,Sedan,Sedan,,
07/25/2017,14:50,QUEENS,11106,40.75661,-73.92754,"(40.75661, -73.92754)",,,35-46     33 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3718982,Convertible,Convertible,,,
12/13/2019,19:20,STATEN ISLAND,10305,40.594822,-74.07627,"(40.594822, -74.07627)",MCCLEAN AVENUE                  ,KENSINGTON AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4257643,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/28/2019,15:50,,,,,,TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4167051,Station Wagon/Sport Utility Vehicle,,,,
06/24/2018,16:00,,,40.677155,-73.86887,"(40.677155, -73.86887)",CONDUIT BOULEVARD               ,GLENMORE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3927647,Sedan,Station Wagon/Sport Utility Vehicle,,,
09/30/2016,18:05,,,40.60064,-73.93997,"(40.60064, -73.93997)",AVENUE U                        ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3531697,Station Wagon/Sport Utility Vehicle,Sedan,,,
10/28/2016,10:00,,,40.71763,-73.94207,"(40.71763, -73.94207)",WITHERS STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3548941,Sedan,,,,
09/20/2014,19:37,BRONX,10454,40.8061229,-73.9179524,"(40.8061229, -73.9179524)",EAST 137 STREET                 ,SAINT ANNS AVENUE               ,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,1028202,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
04/07/2015,11:30,MANHATTAN,10002,40.7192038,-73.9903644,"(40.7192038, -73.9903644)",ALLEN STREET                    ,DELANCEY STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3198707,TAXI,UNKNOWN,,,
02/06/2015,16:50,QUEENS,11429,40.7139849,-73.7381163,"(40.7139849, -73.7381163)",HEMPSTEAD AVENUE                ,218 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3165666,UNKNOWN,UNKNOWN,,,
04/21/2015,14:00,BROOKLYN,11236,40.6398482,-73.9105469,"(40.6398482, -73.9105469)",GLENWOOD ROAD                   ,EAST 86 STREET                  ,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,3207123,PASSENGER VEHICLE,,,,
11/12/2019,16:37,MANHATTAN,10027,40.809143,-73.94876,"(40.809143, -73.94876)",,,200       WEST 125 STREET               ,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4241377,Bus,,,,
03/29/2018,17:00,MANHATTAN,10019,40.766483,-73.98022,"(40.766483, -73.98022)",,,211       WEST 58 STREET                ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3872230,Station Wagon/Sport Utility Vehicle,,,,
07/19/2019,17:00,BRONX,10454,40.80639,-73.92241,"(40.80639, -73.92241)",,,459       EAST 135 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4177136,Station Wagon/Sport Utility Vehicle,,,,
12/15/2017,17:40,,,40.63259,-74.16037,"(40.63259, -74.16037)",,,166       HARBOR ROAD                   ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3811544,Sedan,,,,
04/28/2013,9:45,BROOKLYN,11236,40.6527885,-73.919961,"(40.6527885, -73.919961)",REMSEN AVENUE                   ,CHURCH AVENUE                   ,,1,0,0,0,0,0,1,0,Backing Unsafely,Aggressive Driving/Road Rage,,,,137751,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/14/2012,21:30,,,40.6649411,-73.9966365,"(40.6649411, -73.9966365)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2965039,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/07/2015,11:14,BRONX,10451,40.8238837,-73.9175656,"(40.8238837, -73.9175656)",PARK AVENUE                     ,EAST 159 STREET                 ,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3182483,AMBULANCE,UNKNOWN,,,
11/15/2012,9:48,QUEENS,11420,40.6667534,-73.8015564,"(40.6667534, -73.8015564)",NORTH CONDUIT AVENUE            ,VAN WYCK EXPRESSWAY             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,229130,LARGE COM VEH(6 OR MORE TIRES),UNKNOWN,,,
04/17/2018,15:39,BROOKLYN,11219,40.635662,-73.99505,"(40.635662, -73.99505)",,,5012      12 AVENUE                     ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3883451,Station Wagon/Sport Utility Vehicle,Refrigerated Van,,,
07/17/2014,16:35,BRONX,10468,40.8600413,-73.9086095,"(40.8600413, -73.9086095)",WEST 183 STREET                 ,ANDREWS AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Lost Consciousness,,,,994459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/26/2017,23:48,,,40.677864,-73.872574,"(40.677864, -73.872574)",LIBERTY AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3837072,Sedan,,,,
07/02/2021,17:42,,,40.762226,-73.96819,"(40.762226, -73.96819)",EAST 59 STREET,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4434094,Sedan,Convertible,,,
08/02/2016,9:30,BROOKLYN,11212,40.669388,-73.90389,"(40.669388, -73.90389)",POWELL STREET                   ,BELMONT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3492919,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/31/2017,20:50,,,40.771133,-73.983475,"(40.771133, -73.983475)",COLUMBUS AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3643020,Station Wagon/Sport Utility Vehicle,Sedan,,,
02/25/2014,15:00,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2976701,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/18/2013,21:40,QUEENS,11355,40.744177,-73.8358481,"(40.744177, -73.8358481)",COLLEGE POINT BOULEVARD         ,60 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252634,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/22/2014,17:50,QUEENS,11369,40.7704007,-73.8755722,"(40.7704007, -73.8755722)",DITMARS BOULEVARD               ,95 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2812241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/03/2015,9:45,,,,,,STEINWAY STREET                 ,ASTORIA BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3252623,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
11/13/2020,17:40,MANHATTAN,10010,40.73883,-73.983154,"(40.73883, -73.983154)",EAST 23 STREET                  ,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4367597,Tractor Truck Diesel,,,,
06/03/2019,18:50,,,,,,BRONX WHITESTONE BRIDGE         ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4146864,Sedan,Sedan,Sedan,,
09/03/2016,14:30,,,40.62764,-73.89022,"(40.62764, -73.89022)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3513501,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
02/14/2016,12:08,QUEENS,11422,40.6656299,-73.7392073,"(40.6656299, -73.7392073)",SUNRISE HIGHWAY                 ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3389108,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/2016,18:00,QUEENS,11374,40.725147,-73.86971,"(40.725147, -73.86971)",WOODHAVEN BOULEVARD             ,62 DRIVE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3544072,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/02/2015,11:30,BROOKLYN,11217,40.6853239,-73.9807025,"(40.6853239, -73.9807025)",ATLANTIC AVENUE                 ,3 AVENUE                        ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3147234,PASSENGER VEHICLE,BICYCLE,,,
10/06/2014,10:27,BROOKLYN,11213,40.6695546,-73.9449618,"(40.6695546, -73.9449618)",EASTERN PARKWAY                 ,BROOKLYN AVENUE                 ,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,1034945,LIVERY VEHICLE,LIVERY VEHICLE,,,
10/26/2018,0:00,STATEN ISLAND,10305,40.594597,-74.08642,"(40.594597, -74.08642)",,,1391      HYLAN BOULEVARD               ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4008459,Sedan,Bike,,,
02/06/2013,8:05,BROOKLYN,11229,40.6035803,-73.9563529,"(40.6035803, -73.9563529)",AVENUE S                        ,EAST 16 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,118174,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/23/2018,11:00,MANHATTAN,10001,40.750294,-73.99485,"(40.750294, -73.99485)",WEST 31 STREET                  ,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3928004,Taxi,Pick-up Truck,,,
01/25/2016,8:07,MANHATTAN,10128,40.7851932,-73.9493331,"(40.7851932, -73.9493331)",3 AVENUE                        ,EAST 96 STREET                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3376441,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BUS,,
04/22/2015,8:20,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3210107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/04/2017,21:30,BROOKLYN,11214,40.58789,-73.98451,"(40.58789, -73.98451)",BAY 50 STREET                   ,HARWAY AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3803014,Sedan,,,,
11/25/2014,22:02,,,,,,CANAL STREET                    ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3126143,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/26/2019,13:36,,,40.851658,-73.921394,"(40.851658, -73.921394)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4195591,Sedan,Sedan,,,
08/28/2012,6:30,QUEENS,11422,40.6525646,-73.746549,"(40.6525646, -73.746549)",BROOKVILLE BOULEVARD            ,149 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,220220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2015,12:15,BRONX,10453,40.8518022,-73.9092172,"(40.8518022, -73.9092172)",JEROME AVENUE                   ,WEST TREMONT AVENUE             ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3205152,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2019,11:20,BROOKLYN,11230,40.630203,-73.976295,"(40.630203, -73.976295)",,,92        WEBSTER AVENUE                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4103534,Sedan,,,,
08/08/2017,22:35,,,40.860287,-73.90494,"(40.860287, -73.90494)",GRAND AVENUE                    ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,3729465,Sedan,Sedan,,,
11/10/2018,16:00,MANHATTAN,10011,40.744194,-73.999855,"(40.744194, -73.999855)",,,301       WEST 21 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4021320,Sedan,Pick-up Truck,,,
11/21/2014,14:00,MANHATTAN,10025,40.7935573,-73.967016,"(40.7935573, -73.967016)",WEST 97 STREET                  ,COLUMBUS AVENUE                 ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,2827412,SPORT UTILITY / STATION WAGON,TAXI,,,
05/14/2013,15:40,STATEN ISLAND,10312,40.5305662,-74.1585119,"(40.5305662, -74.1585119)",HYLAN BOULEVARD                 ,WOODS OF ARDEN ROAD             ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,302691,PASSENGER VEHICLE,UNKNOWN,,,
05/23/2021,12:30,BROOKLYN,11208,40.683132,-73.88259,"(40.683132, -73.88259)",RIDGEWOOD AVENUE,SHEPHERD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4419600,Sedan,Sedan,,,
07/16/2021,13:47,QUEENS,11001,40.736744,-73.704865,"(40.736744, -73.704865)",,,263-18    EAST WILLISTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4437538,Station Wagon/Sport Utility Vehicle,,,,
09/15/2016,9:00,BRONX,10468,40.871864,-73.888214,"(40.871864, -73.888214)",,,2939      GRAND CONCOURSE               ,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3521300,Station Wagon/Sport Utility Vehicle,Sedan,,,
08/16/2021,13:36,,,40.858635,-73.846466,"(40.858635, -73.846466)",PELHAM PARKWAY NORTH,SEYMOUR AVENUE,,3,0,0,0,0,0,3,0,Other Vehicular,Traffic Control Disregarded,,,,4449013,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/29/2012,4:50,MANHATTAN,10027,40.8084473,-73.9449951,"(40.8084473, -73.9449951)",WEST 126 STREET                 ,LENOX AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,63930,UNKNOWN,UNKNOWN,,,
12/01/2014,16:40,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3129217,OTHER,PASSENGER VEHICLE,,,
08/15/2012,17:00,MANHATTAN,10031,40.8175991,-73.953185,"(40.8175991, -73.953185)",AMSTERDAM AVENUE                ,WEST 133 STREET                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,62256,SPORT UTILITY / STATION WAGON,,,,
07/17/2017,20:45,,,40.683014,-73.83507,"(40.683014, -73.83507)",LIBERTY AVENUE                  ,106 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3713570,Sedan,Sedan,,,
01/14/2015,21:00,BROOKLYN,11213,40.6692499,-73.9394287,"(40.6692499, -73.9394287)",EASTERN PARKWAY                 ,ALBANY AVENUE                   ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3153388,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/16/2021,16:25,BROOKLYN,11231,40.67347,-73.9984,"(40.67347, -73.9984)",SMITH STREET,CENTRE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4447739,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/02/2016,2:00,BROOKLYN,11226,40.639065,-73.95598,"(40.639065, -73.95598)",EAST 23 STREET                  ,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3473094,2 dr sedan,,,,
12/29/2012,2:35,,,40.7188118,-73.832643,"(40.7188118, -73.832643)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3089807,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/08/2014,20:06,BROOKLYN,11208,40.6808598,-73.8646778,"(40.6808598, -73.8646778)",MCKINLEY AVENUE                 ,FORBELL STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348319,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/04/2015,16:20,,,,,,ASTORIA BOULEVARD               ,33 STREET                       ,,1,0,0,0,0,0,1,0,Physical Disability,Prescription Medication,,,,3164719,PASSENGER VEHICLE,OTHER,,,
06/16/2016,8:00,,,40.68789,-73.936035,"(40.68789, -73.936035)",LEWIS AVENUE                    ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3462919,4 dr sedan,4 dr sedan,,,
02/10/2014,14:50,BROOKLYN,11223,40.6000839,-73.9659052,"(40.6000839, -73.9659052)",OCEAN PARKWAY                   ,AVENUE T                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,121168,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2021,19:44,BROOKLYN,11209,40.633724,-74.02389,"(40.633724, -74.02389)",OVINGTON AVENUE                 ,4 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4381936,Sedan,Sedan,,,
10/04/2016,22:20,,,40.591213,-74.1651,"(40.591213, -74.1651)",,,2341      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3534001,Sedan,Sedan,,,
02/02/2020,23:30,STATEN ISLAND,10305,40.59034,-74.06663,"(40.59034, -74.06663)",CAPODANNO BOULEVARD             ,SAND LANE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4282399,Sedan,,,,
09/08/2017,15:00,,,40.70487,-73.73998,"(40.70487, -73.73998)",112 ROAD                        ,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3746006,Sedan,Bus,,,
04/12/2017,8:00,,,40.602947,-73.89932,"(40.602947, -73.89932)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3650610,Sedan,Station Wagon/Sport Utility Vehicle,,,
09/24/2016,21:10,,,40.673267,-73.970604,"(40.673267, -73.970604)",GRAND ARMY PLAZA                ,UNION STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3531776,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/30/2018,14:30,,,,,,VANWYCK EXPRESSWAY              ,ROCKAWAY BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3932219,Sedan,Sedan,Sedan,,
08/13/2016,0:00,,,40.632446,-73.9685,"(40.632446, -73.9685)",PARKVILLE AVENUE                ,EAST 8 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3555878,Box Truck,Station Wagon/Sport Utility Vehicle,,,
06/13/2021,2:12,,,,,,VERRAZANO BRIDGE UPPER,,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,,,,,4427489,Sedan,,,,
11/29/2017,13:30,MANHATTAN,10002,40.719025,-73.98978,"(40.719025, -73.98978)",DELANCEY STREET                 ,ORCHARD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3799945,Box Truck,Sedan,,,
06/20/2015,8:32,BROOKLYN,11220,40.6459972,-74.0163384,"(40.6459972, -74.0163384)",53 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3242481,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
08/03/2019,18:00,,,40.738472,-73.931984,"(40.738472, -73.931984)",HUNTERS POINT AVENUE            ,34 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4182275,Station Wagon/Sport Utility Vehicle,Taxi,,,
12/16/2017,14:30,,,40.633343,-74.13655,"(40.633343, -74.13655)",PORT RICHMOND AVENUE            ,PALMER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3810755,Sedan,,,,
09/16/2014,1:47,QUEENS,11004,40.7440862,-73.714728,"(40.7440862, -73.714728)",80 AVENUE                       ,256 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,1025145,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/31/2019,16:00,STATEN ISLAND,10301,40.61292,-74.09354,"(40.61292, -74.09354)",CAMPUS ROAD                     ,INWOOD ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,,,,4198654,Sedan,Sedan,,,
07/19/2012,23:00,QUEENS,11105,40.7748619,-73.9089033,"(40.7748619, -73.9089033)",DITMARS BOULEVARD               ,35 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,272773,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/09/2013,17:20,BRONX,10469,40.870391,-73.8460907,"(40.870391, -73.8460907)",EAST GUN HILL ROAD              ,SEYMOUR AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,105865,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/31/2020,9:20,,,,,,WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4281972,Tractor Truck Diesel,Pick-up Truck,,,
05/22/2018,15:01,BRONX,10460,40.846436,-73.8841,"(40.846436, -73.8841)",,,2115      SOUTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Oversized Vehicle,Following Too Closely,,,,3909192,Bus,Sedan,,,
02/21/2018,7:50,,,,,,GRAND CENTRAL PARKWAY           ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3850133,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/30/2017,14:45,QUEENS,11357,40.787308,-73.80509,"(40.787308, -73.80509)",157 STREET                      ,CRYDERS LANE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3702729,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/05/2014,3:03,,,,,,ROCKAWAY BOULEVARD              ,NASSAU EXPRESSWAY               ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3131329,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2016,13:40,QUEENS,11358,40.76392,-73.805405,"(40.76392, -73.805405)",,,35-70     160 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3583930,Sedan,Station Wagon/Sport Utility Vehicle,,,
03/05/2013,9:20,,,40.6667566,-73.8365263,"(40.6667566, -73.8365263)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3023608,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/07/2014,15:20,,,,,,138 STREET                      ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348366,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
07/25/2016,0:00,STATEN ISLAND,10301,40.632236,-74.08715,"(40.632236, -74.08715)",,,1         CURTIS PLACE                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3488634,4 dr sedan,4 dr sedan,,,
05/12/2017,15:35,BROOKLYN,11222,40.734688,-73.95247,"(40.734688, -73.95247)",FREEMAN STREET                  ,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3669413,Tractor Truck Diesel,,,,
03/22/2017,16:50,BROOKLYN,11206,40.703403,-73.94748,"(40.703403, -73.94748)",,,147       WALTON STREET                 ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing Too Closely,,,,3637050,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
09/16/2014,16:30,MANHATTAN,10022,40.7583082,-73.9629257,"(40.7583082, -73.9629257)",EAST 57 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1024777,UNKNOWN,PASSENGER VEHICLE,,,
01/22/2019,10:16,BROOKLYN,11201,40.699844,-73.991035,"(40.699844, -73.991035)",CADMAN PLAZA WEST               ,MIDDAGH STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4059471,Station Wagon/Sport Utility Vehicle,Sedan,,,
07/26/2018,4:43,QUEENS,11368,40.745407,-73.85551,"(40.745407, -73.85551)",,,108-13    49 AVENUE                     ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3948872,Sedan,,,,
11/18/2016,0:00,,,40.75829,-73.83431,"(40.75829, -73.83431)",ROOSEVELT AVENUE                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3563395,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/27/2021,15:57,QUEENS,11435,40.689877,-73.80499,"(40.689877, -73.80499)",,,107-34    PINEGROVE STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4421923,Sedan,,,,
02/18/2019,12:30,QUEENS,11434,40.66942,-73.78251,"(40.66942, -73.78251)",ROCKAWAY BOULEVARD              ,135 AVENUE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,4082900,Sedan,Sedan,,,
06/05/2018,8:14,BROOKLYN,11230,40.62998,-73.975006,"(40.62998, -73.975006)",LAWRENCE AVENUE                 ,SETON PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3915444,Bus,Station Wagon/Sport Utility Vehicle,,,
